"id"	"gc_content"
"260"	"Catang"	0.558773052866255
"261"	"Concor"	0.276539843101142
"262"	"Phybla"	0.357819194297891
"263"	"Muccir"	0.421699530505653
"264"	"Coerev"	0.451783265882605
"265"	"Morelo"	0.481213967612192
"266"	"Vavcul"	0.397477787322113
"267"	"Hamtva"	0.264573105376489
"268"	"Edhaed"	0.224665314280116
"269"	"Nempar"	0.344235705481822
"270"	"Annalg"	0.254391529745927
"271"	"Enccun"	0.469022495402323
"272"	"Entbie"	0.337045388352282
"273"	"Noscer"	0.252673905305013
"274"	"Vitcor"	0.364711830581014
"275"	"Sphste"	0.443949976427847
"276"	"Jaaarg"	0.497664149129905
"277"	"Agabis"	0.464848160351748
"278"	"Hypsub"	0.510363385114941
"279"	"Galmar"	0.479742502140831
"280"	"Amamus"	0.475454952732742
"281"	"Ompole"	0.473851031643332
"282"	"Pleost"	0.509455691500145
"283"	"Gymlux"	0.450784323893487
"284"	"Lacbic"	0.469670054842122
"285"	"Plicri"	0.537044437916393
"286"	"Monper"	0.477400008213633
"287"	"Copcin"	0.516402043248442
"288"	"Schcom"	0.574959245740441
"289"	"Hebcyl"	0.483744515401341
"290"	"Pilcro"	0.462844434702972
"291"	"Sclcit"	0.486281942783842
"292"	"Pismic"	0.489603171262956
"293"	"Serlac"	0.453217283872234
"294"	"Conput"	0.523965334709655
"295"	"Paxrub"	0.479858102679121
"296"	"Hydpin"	0.507839069805523
"297"	"Suilut"	0.480013720751144
"298"	"Aurdel"	0.586276743598297
"299"	"Glotra"	0.532347691381918
"300"	"Hetirr"	0.522257230015765
"301"	"Stehir"	0.513071927283079
"302"	"Tulcal"	0.514392787851145
"303"	"Botbot"	0.52443211796696
"304"	"Sebver"	0.489306963359278
"305"	"Pirind"	0.506845982206394
"306"	"Fommed"	0.408326042318594
"307"	"Phlgig"	0.548207137832064
"308"	"Fibrad"	0.511613330537376
"309"	"Dicsqu"	0.555594813044131
"310"	"Ganluc"	0.561670751870345
"311"	"Wolcoc"	0.521678293615734
"312"	"Traver"	0.576856945039833
"313"	"Pospla"	0.5382890197657
"314"	"Fompin"	0.557494129098346
"315"	"Cersub"	0.537655305311995
"316"	"Bjeadu"	0.548211142285219
"317"	"Punstr"	0.551545769362157
"318"	"Phlbre"	0.519919602816809
"319"	"Phacar"	0.531493622292607
"320"	"Triasa"	0.595038305919966
"321"	"Crygat"	0.477947018304722
"322"	"Tremes"	0.467329788562142
"323"	"Dac_sp"	0.522312718812929
"324"	"Walseb"	0.400104976097679
"325"	"Usthor"	0.521634354257544
"326"	"Malglo"	0.520597278374066
"327"	"Mixosm"	0.554429745593362
"328"	"Rhotor"	0.619235034445246
"329"	"Rhoglu"	0.618628258545622
"330"	"Sporos"	0.537531133174871
"331"	"Micvio"	0.554337168367527
"332"	"Pucgra"	0.433486078319916
"333"	"Mellar"	0.410021094214978
"334"	"Croque"	0.410690937968008
"335"	"Schjap"	0.436688507918494
"336"	"Saicom"	0.52510869550146
"337"	"Tapdef"	0.495612200047428
"338"	"Thelan"	0.522331419431175
"339"	"Mel_sp"	0.479554789119247
"340"	"Conapo"	0.521296416803275
"341"	"Artoli"	0.4445181427975
"342"	"Tubmel"	0.448589801981124
"343"	"Dalesc"	0.464732605223568
"344"	"Hyp_sp"	0.404645214664589
"345"	"Colglo"	0.535792542600555
"346"	"Glogra"	0.491094269244404
"347"	"Verdah"	0.557868672113704
"348"	"Acralc"	0.464449163160602
"349"	"Fusoxy"	0.483745708451143
"350"	"Gibmon"	0.486675304532133
"351"	"Nechae"	0.507860874781553
"352"	"Triree"	0.528245529889025
"353"	"Cormil"	0.514183861594476
"354"	"Beabas"	0.515079390803273
"355"	"Metacr"	0.499119617060888
"356"	"Neogan"	0.470288091176417
"357"	"Peripo"	0.506428375220985
"358"	"Acitak"	0.401471642506412
"359"	"Clafus"	0.369284681410396
"360"	"Epityp"	0.414774271862408
"361"	"Apimon"	0.520163880721404
"362"	"Magory"	0.516076050965328
"363"	"Gaegra"	0.567908377140944
"364"	"Ophcla"	0.487211944655551
"365"	"Crypa2"	0.508333129568122
"366"	"Grocla"	0.533568685751104
"367"	"Sormac"	0.521075400683573
"368"	"Neucra"	0.49289789509039
"369"	"Mycthe"	0.514552985147512
"370"	"Chathe"	0.525921787977851
"371"	"Thiter"	0.54709305765543
"372"	"Geodes"	0.501162908182077
"373"	"Oidmai"	0.471109863717624
"374"	"Marbru"	0.429154542863879
"375"	"Botfuc"	0.424413641247885
"376"	"Sclscl"	0.417876761712236
"377"	"Glaloz"	0.461064935268581
"378"	"Erypis"	0.391763534300784
"379"	"Blugra"	0.439664198781355
"380"	"Exoder"	0.515085877886476
"381"	"Artben"	0.487484477479961
"382"	"Trirub"	0.4828104882644
"383"	"Ajecap"	0.461329974041838
"384"	"Parbra"	0.443291090541227
"385"	"Cocpos"	0.465888615370172
"386"	"Uncree"	0.486586252538447
"387"	"Ascapi"	0.475904465871971
"388"	"Aspfum"	0.49798402968308
"389"	"Pendig"	0.488536024407233
"390"	"Talmar"	0.466682464806254
"391"	"Neofis"	0.495496478628896
"392"	"Eurher"	0.487857449107868
"393"	"Xanpar"	0.498918232666392
"394"	"Clagra"	0.446783481776583
"395"	"Didexi"	0.527962686667825
"396"	"Coclun"	0.508526390232901
"397"	"Settur"	0.514377944520512
"398"	"Pyrter"	0.509114462735169
"399"	"Altarb"	0.509077581210408
"400"	"Phanod"	0.504625965199963
"401"	"Aurpul"	0.498168542991874
"402"	"Clasph"	0.558743089875034
"403"	"Zascel"	0.533550004654625
"404"	"Cerzea"	0.484818480107066
"405"	"Zymard"	0.537520145270767
"406"	"Mycpop"	0.503202214483249
"407"	"Baucom"	0.547856183912924
"408"	"Macpha"	0.523285973631769
"409"	"Aciric"	0.493439175331298
"410"	"Clalus"	0.44495434450887
"411"	"Metfru"	0.455297025504569
"412"	"Hypbur"	0.349856410040445
"413"	"Lipsta"	0.46920257837102
"414"	"Saccer"	0.382860292753414
"415"	"Pactan"	0.298175142638991
"416"	"Vanpol"	0.330246768116516
"417"	"Klumar"	0.401222550473198
"418"	"Naucas"	0.368502041412126
"419"	"Dekbru"	0.396214936452939
"420"	"Kompas"	0.413432347059092
"421"	"Lacklu"	0.415912540328498
"422"	"Cybjad"	0.444997673754407
"423"	"Wicano"	0.34542419288975
"424"	"Pickud"	0.383199292072258
"425"	"Canalb"	0.334692871045655
"426"	"Ogapar"	0.478646562703138
"427"	"Meygui"	0.437627097679106
"428"	"Debhan"	0.354247109383949
"429"	"Babino"	0.481275654866959
"430"	"Spapas"	0.373725738806961
"431"	"Lodelo"	0.36944627148692
"432"	"Ascrub"	0.328526898292242
"433"	"Hanval"	0.267106375132686
"434"	"Nadful"	0.392537437456246
