"AgeI"	"ApoI"	"BsrFI"	"EcoRI"	"FatI"	"KpnI"	"MluCI"	"MseI"	"MspI"	"NcoI"	"NgoMIV"	"NotI"	"NsiI"	"NspI"	"PciI"	"PstI"	"SbfI"	"SgrAI"
"Fraves"	38957	817463	119857	118381	1225945	40323	1820618	1466843	396681	78278	30949	1384	192245	406311	159049	89617	4163	12107
"Cansat"	57345	2363085	168737	289731	2642313	87824	5086287	4425742	626789	187178	40162	1179	355581	802137	361373	115910	4368	9360
"Vitvin"	60379	2271044	129586	271771	2894434	80302	4638038	4020369	505672	243021	23124	809	441960	837088	336111	125145	5152	8554
"Citsin"	28993	1602347	101124	181516	1661564	49865	3274705	2815580	335993	96579	22665	914	274622	547216	207206	106667	2900	6451
"Euccam"	119084	2867613	443432	399651	3871081	108869	5976524	4605793	1343520	298125	133868	3358	542610	1169048	411107	202241	8284	40440
"Carpap"	30998	1328787	100115	160772	1490987	53935	2736471	2381124	427045	103514	19677	655	233502	470950	186275	86939	5593	6277
"Brarap"	62154	1061969	145981	108850	1399962	35535	2305962	2304237	477673	86721	24116	1150	192408	431717	208728	82927	2383	11942
"Eutpar"	31710	578367	76269	69221	722650	19009	1241129	1126913	252848	49077	12637	687	99919	216838	101362	49232	1473	6309
"Aratha"	21348	354265	47153	50008	466516	12071	780326	709702	157942	31198	6447	224	63902	138245	65226	32737	1066	4383
"Thecac"	29397	1501608	81942	171578	1756145	50958	3035935	2699630	255726	126261	15860	401	287731	545566	231034	102345	3124	4517
"Gosrai"	84537	4177771	204853	445653	4139137	152858	8124904	7264293	776413	241710	33592	1623	667959	1411217	605978	135400	4252	11757
"Phodac"	68770	1439254	219128	193266	2411201	83074	3165590	2652040	639948	188789	62072	3489	406411	783666	237421	161067	7107	16281
"Setita"	111419	1093949	584714	172891	2701746	116438	2617748	2042090	1445312	271323	273232	31988	378482	927233	283163	264518	17200	104398
"Zeamay"	38676	449855	221514	79192	987337	48058	1068227	860927	587468	95868	99897	14762	136940	329341	108315	109932	8081	41820
"Sorbic"	159719	2008013	739805	379732	4561963	172818	4808129	3772446	2039814	457370	300377	34042	683406	1525837	516977	395013	23237	126243
"Leeper"	3572	54513	20897	7832	107230	3424	126361	100166	48559	9530	10131	1143	16792	39592	13514	10180	542	4823
"Orysat"	109638	1259100	582103	168512	2353107	84858	2820474	2316666	1300744	215466	273318	27064	340109	842886	299359	220016	14902	118094
"Bradis"	74349	775719	447364	123727	1849887	74702	1851421	1413869	1111215	190280	219191	22152	271342	674314	221363	192931	14369	79580
"Horvul"	335518	3924640	1612162	579944	10445893	346323	9252620	7069268	4605738	1057325	659166	40734	1390986	3355836	1070819	521143	41942	220807
"Triaes"	29884	360997	136192	52885	992008	27258	892289	701794	441298	98247	46251	3070	139583	314063	100384	50188	3599	16377
"Musacu"	63981	1423747	215465	246518	2465499	108141	3273575	2797324	715443	172283	61769	7633	390418	788695	307207	168543	6871	28515
"Selmoe"	32376	544992	156913	106646	1286282	52812	1193101	970257	636496	154825	56117	5485	135802	358221	101896	88305	3193	18937
"Chlrei"	36424	43264	380853	13113	700664	31727	171096	146505	748550	71721	226600	56490	57493	305440	46900	200588	20006	82846
"Volcar"	40030	134182	265724	31459	778311	39682	417629	383784	718848	77681	115406	23467	88759	324180	73903	152944	13226	40845
"Ostluc"	4158	23700	28222	7362	55258	2448	46370	24032	64900	5574	13356	1378	2540	15150	3476	3066	90	11328
"Micpus"	6707	16257	57107	4497	68014	5625	31338	32479	152103	5583	30765	13069	2177	17288	4672	8416	292	25292
"Chlvar"	7942	11559	160412	3370	287299	12703	46622	25372	292873	30781	110648	22761	22343	134605	12332	144883	25146	28914
"Cocsub"	9646	91058	82699	17904	412417	11252	244138	119233	190498	29733	42375	8497	71032	212361	34144	123035	10664	10498
"Ast_sp"	5487	32519	69369	7331	516701	12895	120480	54339	160676	46831	38234	3168	50343	255675	38367	301465	54519	4378
"Naegru"	1093	204034	2734	33248	176772	4375	431146	307225	9937	6751	330	3	18658	50872	27507	7920	216	67
"Trivag"	8447	1014749	27494	163702	875490	16042	1742407	1487353	142105	46164	3801	182	113998	211678	97582	55160	1272	760
"Monbre"	11147	43239	71534	8145	284962	12708	128609	61977	167012	33744	29295	2190	20932	97922	21161	34424	2226	7409
"Sal_sp"	9026	20049	68170	6688	379746	8617	80271	37395	147647	26572	30641	3706	36903	198121	45921	63903	6309	9620
"Ampque"	11927	514721	35768	57455	939987	31518	1304687	1221315	115829	52862	7430	369	173619	443197	270023	68794	2179	2175
"Nemvec"	45834	932716	159371	146594	1535218	76030	2162186	2051262	574433	114815	35377	3459	159591	508421	184063	98803	4181	10218
"Acrdig"	60974	1611100	179067	229334	1995331	58467	3416647	2960572	626167	126799	36098	1561	232226	626036	222591	158579	5718	9668
"Hydmag"	42639	3465215	110180	221588	2172794	60349	6693558	6747343	386255	90738	27306	991	386606	743475	313732	131518	3170	4323
"Alamos"	214374	2669693	722624	397565	4045664	259469	6179769	5766888	2804900	295711	186108	20441	421443	1329190	471524	334533	14280	60184
"Mnelei"	28020	638806	84039	73672	764812	32919	1322937	1226737	319735	46853	16603	2706	60416	223848	98927	77709	3264	2853
"Schmed"	123781	5814891	309301	569079	3292704	93447	10523789	9229277	1280725	169760	53475	2882	510036	910097	406355	131243	2981	9184
"Schman"	52290	1495404	158670	298951	1855492	42227	3468312	3208521	508731	131938	32249	269	238005	464397	241309	68787	1304	4928
"Closin"	237562	1892745	567864	383633	3041099	128560	4036434	3103974	1852248	192951	83582	3673	344486	990847	326395	276215	11044	33679
"Patmin"	220485	3000954	576395	397301	5076597	267376	6809503	5685828	1745657	346359	128011	7389	656365	2141403	1099111	379710	18278	26704
"Lytvar"	134387	3469286	291491	487101	5368455	161495	7698931	6634936	1097522	361838	47304	4621	768950	1975461	1040955	251621	9910	26879
"Strpur"	189801	3118244	383001	452186	5279728	168461	7384219	6662211	1331410	266970	63233	4613	740230	1994527	1045921	253099	11788	13083
"Oikdio"	14458	390558	52508	61287	261275	8556	671226	491201	173275	11983	13640	908	25448	75103	23805	24571	623	3671
"Cioint"	22189	434900	51866	47083	606935	18337	1051486	1108430	171733	40474	7802	514	77264	208789	85666	42076	1322	3527
"Petmar"	209841	1516362	657153	341244	3648158	125440	4285112	4323388	1861976	315568	201223	19332	471793	1366058	446672	530851	29206	91143
"Calmil"	61029	1921814	287148	367708	3576161	107526	5501488	4875977	1288741	278931	70362	4471	410351	1048727	415967	649297	21223	10146
"Leueri"	119383	3545396	560285	643411	8034829	190166	10248438	9586971	2162663	570773	163488	7115	884186	2485391	881468	1369714	46436	26616
"Salsal"	445760	4618463	1256688	809689	14613136	620562	14650903	14888826	4483155	1202264	258712	8380	1815145	4805528	1842403	1796146	101047	60714
"Gadmor"	115751	833719	507170	172274	3371257	104325	2999945	3500307	1615805	279089	159442	11946	453289	1235195	424062	473368	37076	37560
"Orenil"	98005	2166410	343789	299453	5109380	110829	5604983	6525143	1089074	257334	78170	4640	627647	1953858	758791	1025893	68482	20772
"Neobri"	82224	1769685	287643	244914	4227232	91861	4691541	5483168	900627	207708	66146	3587	531107	1641458	623222	862170	56653	17212
"Mayzeb"	81285	2564652	331969	452175	5081515	140179	6960150	7390547	1182207	292781	101981	5077	675659	1784847	651200	930093	58099	20139
"Hapbur"	85639	1824891	295731	255332	4354794	95184	4795584	5590893	926583	216686	66863	3800	548879	1686810	636901	883027	57641	17593
"Labfue"	11784	149565	38451	22995	364912	11864	401441	465070	125097	20188	8673	725	39655	135781	50460	75248	4458	2098
"Mchcon"	10683	155949	35959	23329	379315	11690	417508	484175	118802	20470	8273	795	42717	141865	52935	77388	4727	2012
"Melaur"	8959	144430	30975	21232	357264	10268	387583	450812	99897	18504	7291	629	40698	133778	50581	73665	4451	1780
"Rhaeso"	13032	154547	42351	24510	363316	12769	410660	468396	138828	21061	9447	746	39168	133696	49748	72926	4169	2175
"Punnye"	87985	1815595	301595	255086	4354441	96741	4771698	5566082	940836	218334	68065	4516	546914	1682875	634278	884338	57319	17648
"Diclab"	9545	217287	37025	32027	597047	12395	664138	760872	123361	34682	9537	418	75471	224987	88261	114941	6491	2257
"Tetnig"	64075	633645	314997	110749	1668126	51402	1678001	1914687	965374	116391	110346	9975	158144	604849	212372	490318	40015	35714
"Takrub"	66454	754996	285221	144757	2019313	57963	2059237	2379764	933603	132903	89758	7928	198072	712206	267077	513555	39897	28925
"Gasacu"	97882	791804	453473	157649	2625855	71745	2595876	3067648	1376323	156641	147384	10739	294685	969327	380569	571661	44942	39607
"Xipmac"	74628	2013480	291051	213597	3840505	76009	5070571	5497218	949410	196499	78631	5384	491020	1412123	572081	812640	49430	18353
"Orylat"	104099	2010219	374488	280896	4233229	90662	4877695	5447880	1263939	290696	100266	7301	519419	1492843	618697	939589	57875	24744
"Danrer"	80788	2062348	286819	232180	4014449	76129	5632675	6154897	964273	176865	57370	4857	649858	1669908	618967	543927	28954	18462
"Lepocu"	81285	2564652	331969	452175	5081515	140179	6960150	7390547	1182207	292781	101981	5077	675659	1784847	651200	930093	58099	20139
"Xentro"	118348	3980438	520592	638777	7760391	380050	10764110	10558201	1965681	616399	161806	4621	976769	2655133	1011441	1242162	76946	64687
"Tupbel"	91815	6663711	541444	986579	14536538	350683	14809393	15687314	3070633	1345807	226191	9641	1571246	5768232	1817087	1654539	117075	23186
"Macfas"	79733	7339127	421641	1164024	13359977	401452	17375311	16034320	2443945	1029113	148691	9033	1310401	3897779	1457445	1714584	109455	17748
"Papanu"	122677	9403097	617442	1544210	17294861	551497	22703040	20298395	3839939	1386020	223435	19607	1668521	5157752	1914191	2307432	147434	28120
"Nomleu"	101963	9212988	545572	1480909	16736088	530134	21694474	19460782	3366415	1348297	203013	14535	1640179	5030031	1822892	2285576	141532	25041
"Gorgor"	114093	9277649	585163	1537552	17936710	522573	21501639	19756336	3180546	1383842	206579	14569	1759351	5238353	1918619	2246733	146333	26188
"Homsap"	103362	9518031	591295	1487970	17684540	556171	22480390	20275754	3549669	1423438	223407	16551	1706586	5264914	1919204	2363787	150339	27932
"Pantro"	105419	9570607	584220	1525849	17627522	547652	22489400	20291631	3472817	1408967	218382	16312	1709009	5244414	1916660	2328894	147568	27685
"Ponabe"	114139	10411622	621848	1628226	18965274	606092	24350168	21843552	3634974	1517362	234617	16158	1857701	5647292	2071537	2507685	154877	28463
"Caljac"	101687	9333472	588554	1462896	17426316	548191	21702955	19544504	3076227	1387585	226204	14407	1643880	5312735	1944879	2246802	145134	25553
"Saibol"	94508	8380984	538709	1322204	15567967	480265	19486834	17875310	2913451	1224859	196242	12304	1514222	4774814	1749124	2073084	135757	23411
"Tarsyr"	121793	9862963	528200	2041038	16094186	568414	22281048	19847219	3355570	1210869	174585	13475	1639194	5161135	1785020	1874565	140625	23820
"Daumad"	90295	9686600	423841	1432703	15127015	479665	21130451	20106725	2145280	1258519	134402	3608	1632533	4532685	1769621	1854018	141453	16404
"Otogar"	96034	7988411	661093	1272336	13525387	479777	17947802	17322200	2768490	1438695	245347	11957	1272886	3919463	1592771	1810570	148695	24200
"Orycun"	215277	8019246	2280519	1404963	15392085	561980	17504149	17417442	5695536	1733876	1439578	31706	1627375	3973912	1373896	2723306	203613	63255
"Ochpri"	155927	5861123	893660	1045610	12470597	412151	12911289	12680738	3244926	1166097	234029	20852	1363351	3917938	1329197	1950944	173853	30117
"Musmus"	95119	6563979	430758	1235410	14577798	511295	15380811	15535449	2193256	1401908	132763	7519	1583046	4727470	1714013	1722883	113193	20099
"Ratnor"	124327	7507555	535058	1500937	16216796	575365	17446562	17316792	2823087	1481578	157851	9458	1673475	5184719	1944379	1890233	123438	26446
"Crigri"	78742	6953161	377136	1332323	15347400	523252	16218485	16127374	1824894	1475340	110785	3491	1634309	5015360	1855341	1669375	124439	14663
"Micoch"	111652	6210386	515513	1172396	13278135	505875	14283577	14594251	2571518	1258925	159136	8654	1401906	4357593	1500689	1737722	148013	23064
"Spetri"	77958	8673728	442788	1331733	14009393	502999	18566073	17618574	2184498	1168803	166199	9798	1594421	4493166	1601869	1742657	154029	21309
"Dipord"	90198	5274091	485299	1043194	10366461	330270	12485927	11520016	2416239	865478	193291	12069	1287304	3077685	1036659	1053360	78923	65495
"Jacjac"	81341	8373639	442208	2059397	17068014	581847	17837503	17748554	2446468	1506642	167516	10821	2359570	6368071	2100009	1653142	109870	24160
"Hetgla"	82609	8633957	471673	1256522	13908462	858797	18140361	17172294	2677316	1206252	183650	13836	1480458	4168373	1628219	1845015	147529	25489
"Cavpor"	123698	9995863	580978	1531882	16355854	764112	20863941	19616410	2758022	1322564	213339	15024	1749885	4906735	1819238	2321092	173734	30890
"Octdeg"	95995	8581761	715850	1342355	15540399	571884	18660613	17726628	3197510	1200480	354242	16604	1534557	5088335	1610092	2243384	176439	39184
"Chilan"	107759	8073944	621344	1208716	13853037	761273	17158555	16324834	3121087	1145926	242750	17461	1440389	4344099	1563367	1980257	146701	32493
"Chohof"	74375	7940282	352331	1628601	11582373	446459	17031510	15585004	1687525	1158945	111343	6002	1303592	3218695	1213957	1365492	79032	13170
"Dasnov"	121443	11855526	899938	1930871	19533754	648344	25562400	24157928	4018527	1929102	418312	51397	2043583	5205888	1910305	2368968	182730	56551
"Equcab"	137384	8470864	895803	1390876	14191779	448133	18227541	17679668	3588553	1230629	435893	16150	1387409	4294831	1480470	1879439	148661	28991
"Cersim"	105606	8442818	954518	1325399	13706823	411976	18308395	17726238	3219790	1152440	524868	17851	1365795	3918162	1475539	1712937	133915	30502
"Sorara"	123975	7091270	824145	1049607	12828679	469573	15757460	14137873	4530187	1122130	357426	40374	1326446	4162161	1279029	1595833	147334	48179
"Concri"	83642	5705958	582645	910453	9916963	282520	12386772	12669358	2431076	780246	260685	23704	1305649	2860396	1133572	1513912	114935	36459
"Erieur"	139770	6720423	753926	1078868	13450072	342979	16465943	16599313	3019825	936545	187574	12331	1274697	4200316	1777920	3528406	1318071	27276
"Susscr"	10604	754255	71467	127290	1367459	47431	1644490	1680556	305152	132701	28755	852	133181	388382	141097	225527	14938	2384
"Vicpac"	82740	7404684	550481	1669559	10883002	346056	15290361	14437163	2158057	868239	137559	8160	1313227	3548093	1318720	1386271	153013	20392
"Camfer"	99912	6955190	587002	1146384	11347060	418940	15066974	14921355	2631477	919301	224962	11889	1181253	3464844	1270362	1694468	144712	29362
"Turtru"	123892	7743418	669543	1298133	13185406	512442	17081775	16858913	3451947	1417675	257337	18872	1313518	4354501	1425079	1829758	134803	32679
"Oviari"	103473	8547698	544274	1674490	16300730	431364	18249819	17292259	2913513	2547415	204089	13486	1564485	4347987	1550434	2676912	144063	29164
"Bostau"	125461	10900396	691044	2121060	21146691	552325	23440852	22083164	3739476	3371992	271834	21015	2057752	5477095	2020763	3502732	169808	37255
"Ptevam"	105883	6755025	570326	1077403	10226510	348995	14496348	14086947	2400188	819710	225728	20300	1117466	3041075	1197017	1302140	93548	35401
"Myodav"	274103	5908899	1039329	916942	11205542	335321	13574546	13261983	3648708	1008268	375222	15174	1189440	3802510	1176554	1574091	172660	39641
"Eptfus"	230873	5737586	1074868	897135	10662091	329613	13141455	12706277	3707595	966050	448610	35264	1168298	3604054	1128508	1540587	211177	51131
"Felcat"	142364	7979297	757936	1338067	14182143	441803	17160197	17696374	3426231	1054494	272492	17796	1333570	3786337	1427406	1474428	122088	36866
"Ailmel"	125108	7665176	689846	1276592	13169529	426494	16515471	17046165	3352909	1062140	251994	14483	1289824	3711450	1346715	1558633	136611	32147
"Musput"	128210	7898466	724613	1310219	14120501	463005	16913099	17868518	3237608	1140749	289413	21036	1297245	3734521	1418358	1510265	125941	39384
"Canlup"	107733	8036182	620720	1255610	14747504	485070	17629556	17993209	3646928	1138994	256547	27540	1425651	3949733	1431172	1777242	214342	37917
"Chrasi"	129282	10287690	483423	1801363	20627711	723042	24685541	24724509	2224147	2686316	130134	7812	2665564	5668534	2338735	1806397	100772	20980
"Procap"	121418	7568667	491106	1386425	13855122	488438	17320756	16903493	2322776	1295931	154821	10217	1386489	4171180	1732801	1769335	110805	28301
"Echtel"	193125	7187644	902089	1396197	16394809	517969	17936272	16830788	4024661	1724985	304183	13343	1788029	4942916	1747285	1975720	175646	44967
"Eleedw"	178817	10151425	567464	1560992	20221071	700977	25667586	23276169	2505770	2663224	153377	11104	2567897	5992182	2290222	2459171	125929	26843
"Oryafe"	108699	11103141	470440	1931924	20334332	576188	25716888	23468643	2138083	2528337	155097	10819	2336288	5472215	2018326	2205151	121015	22942
"Loxafr"	169548	10624115	655478	1856062	18117381	624725	23696811	22549172	3144342	2195224	195678	11514	1947597	4961292	2003039	2105139	131058	27912
"Triman"	146032	9367200	591270	1610122	16068550	484715	20774466	20166822	2824083	1786644	199977	13116	1714614	4560695	1860884	1899599	125360	30129
"Mondom"	66023	13997935	337589	2611473	18530515	604724	30930721	28391889	1799513	1548421	139895	7564	2019808	4922351	2279306	1280742	72521	15316
"Maceug"	49593	9415380	198878	1739146	14346267	488926	20725905	19029415	1127414	1121034	60066	9256	1533210	3942055	1670772	1155308	65318	9228
"Sarhar"	55063	12578855	293417	2207618	15076030	455534	27505488	24901999	1522509	990487	109523	5692	1900526	4117637	2019033	1046747	62536	11051
"Ornana"	171424	4120231	877927	820598	8980243	296095	11307965	12603325	4573181	716553	305320	16803	672300	1997816	725335	1082172	69388	43736
"Pelsin"	196062	5679595	928173	911875	12959227	427066	14215853	14244407	4073181	1317967	357671	17371	1329041	4161661	1189041	2504720	170143	46669
"Chrpic"	195566	5887391	994624	1058420	12779897	470729	14755793	14468655	3700732	1239765	373556	20941	1388736	4012954	1221336	2574706	160651	55582
"Anocar"	94880	5223985	730891	990145	10592375	349741	13361507	12333337	2623549	996488	411838	14394	1234884	3131757	1083742	1221589	57494	18510
"Pytmol"	44366	3474599	182021	679167	6372048	173976	8784885	8410167	761107	527397	52008	2638	888263	2012164	676524	934011	46305	8025
"Melund"	56667	3181571	219298	536922	7026918	228971	7758216	8133068	804264	701055	67758	6837	822306	2260897	728737	1513136	86199	14908
"Ficalb"	34291	3728982	205439	614328	6166077	193089	8205179	7592265	899772	639485	84746	11952	683171	1823459	584269	1609413	117970	19207
"Taegut"	42382	4424230	257794	707848	7295612	223486	9712400	8965427	1064995	773529	108304	15913	801958	2164261	729452	1792550	135698	24095
"Geofor"	29634	3714832	159554	603984	6302036	191335	8191330	7563031	750232	682062	58560	5187	687832	1856165	609594	1576942	116457	12132
"Galgal"	53043	2790388	241434	487203	5645940	173392	6697178	6697248	963830	485001	90722	15000	727256	1804606	518840	1403026	87725	19030
"Melgal"	38006	3021044	153861	505239	5551282	150928	7053409	6888029	651409	432050	49077	4116	739521	1807349	529145	1337886	79281	10037
"Allmis"	144757	5225756	635050	831158	13632138	504662	13624902	13687521	2587095	1416872	228184	13411	1661269	4776761	1411171	2877602	226801	40822
"Latcha"	151140	7205116	601333	828948	12849838	475377	16582826	17004581	2769536	1111123	191643	7466	1615031	4350433	1382305	1813393	106364	25342
"Braflo"	125615	1498632	352285	219718	3175688	155650	3495319	3116545	1115553	227992	87376	5544	355165	1292406	679428	342001	19490	27789
"Sackow"	113562	2395320	266476	332203	4139806	115823	5969184	5056394	870753	251927	35837	2657	664861	1706399	863832	203004	4906	18392
"Aplcal"	84030	2041475	270616	247950	3112213	119889	4604343	4211687	1120593	163675	59627	7218	306516	1132761	493602	287437	10463	15140
"Lotgig"	35622	1484069	70350	186774	1552038	47277	3101579	2808882	290111	75865	7211	240	171372	492280	262239	74786	2436	1650
"Pinfuc"	80984	2476833	168242	287945	3083818	103982	4779632	4013368	706850	147523	27988	1514	426893	1367412	806879	112721	4612	6778
"Cragig"	107715	2554123	187044	300283	3012881	83727	5183379	4906894	699837	133232	17210	997	535597	1335867	790834	155431	6040	8424
"Captel"	50130	961840	155827	187068	1810702	33788	2451863	1911474	567909	119354	32931	2633	333447	693976	255578	155219	7852	9276
"Helrob"	22318	1073073	76833	91859	1003065	20322	2174240	1961826	230553	36581	18013	445	179960	376264	140138	68882	1433	3347
"Menmol"	21365	1127584	53881	93597	533952	16004	1894873	1783747	170912	17297	10105	890	77496	191210	100671	22540	573	2817
"Tricas"	29100	1003310	102021	89502	527320	23159	1823001	1583090	336578	24852	21487	1747	66603	171769	75494	37174	1605	6395
"Linhum"	47946	1071747	209809	132195	825865	24029	2193322	1882241	575089	27979	68495	7449	165397	318326	116466	64238	1876	26790
"Camflo"	39571	1218681	149330	133103	899481	24375	2431736	2128330	465405	27847	41981	5175	184538	340519	145767	45800	1655	15041
