"AgeI"	"ApoI"	"BsrFI"	"EcoRI"	"FatI"	"KpnI"	"MluCI"	"MseI"	"MspI"	"NcoI"	"NgoMIV"	"NotI"	"NsiI"	"NspI"	"PciI"	"PstI"	"SbfI"	"SgrAI"
"Euccam"	62853	1988810	264732	204028	2971170	54303	6833608	4400711	949296	152614	76066	1681	292076	655751	212090	102319	3942	20747
"Carpap"	14801	930440	49890	79858	1088193	26356	3342810	2648656	289919	50233	9521	300	121052	260241	93004	42325	2570	2925
"Brarap"	31550	723557	76800	54287	983475	17241	2574904	2499891	307198	42825	12022	556	96631	231140	105877	40716	1092	5711
"Eutpar"	15565	374315	39054	33392	495577	8937	1314728	1105900	159681	23545	6060	320	49779	112836	50130	23791	675	2897
"Aratha"	10885	231160	24771	24929	328647	5881	810607	682593	101340	15333	3149	102	32582	74401	33414	16197	500	2053
"Thecac"	14032	1033809	40429	83824	1343038	24494	3634329	2970951	141431	61988	7696	181	148996	304232	116397	53622	1427	2083
"Gosrai"	40314	3041649	103353	217076	3041277	73775	10664105	8640814	452160	118960	16325	755	342217	763632	303017	64698	1957	5405
"Phodac"	44666	929367	136913	97292	1936343	45117	3219969	2422497	464207	96000	33896	1855	217478	446508	120745	81705	3411	8521
"Setita"	57963	672583	351424	83905	2120646	55613	2374570	1604248	1127806	134682	155308	15023	192744	515611	146867	131412	7814	51387
"Zeamay"	22131	314645	142664	45801	833106	27904	1076945	808570	532214	53656	59801	8660	79747	202607	60415	62125	4134	22624
"Sorbic"	81619	1259109	421793	186192	3533629	84219	4331442	3069783	1521528	224151	160676	15851	348164	824481	256974	194323	10555	60401
"Leeper"	1708	34193	12433	3840	83026	1805	120272	85657	36800	4720	5719	531	8728	22086	6728	5000	240	2495
"Orysat"	55015	851814	371334	82994	1806543	43562	2881142	2136070	1064447	106979	158381	12932	176724	472365	152205	110757	6864	60912
"Bradis"	36023	475255	261112	60443	1451889	35773	1654390	1096328	904876	95380	119898	10515	140797	378581	110235	96163	6555	38513
"Horvul"	213863	3171330	1127086	378149	10976106	223923	10378047	7000414	4189202	668927	431900	22403	953443	2400614	684001	320476	27735	130851
"Triaes"	18221	269480	92009	32090	972725	16117	919001	633211	382720	60653	30112	1776	88347	215873	61670	30201	2073	9784
"Musacu"	31797	909881	113737	124117	1932894	69993	3317638	2574716	481491	84130	30993	3636	206003	433334	152902	83967	3150	13245
"Selmoe"	15357	318078	79128	51425	947644	26009	996043	804479	413772	76264	27288	2505	66114	191020	50294	42239	1448	8693
"Chlrei"	17587	21790	242066	6243	555214	15306	99966	81407	634368	35197	133349	28141	28763	180486	23320	109575	9245	42437
"Volcar"	19475	70941	149745	15067	607446	19256	279542	245982	537421	38144	60718	11198	46849	191088	37442	80014	6072	20059
"Ostluc"	1974	12325	15398	3552	35313	1168	28586	13488	43882	2679	6809	623	1228	7654	1647	1467	42	5565
"Micpus"	3200	8381	32392	2187	41767	2650	18979	18063	121310	2640	16646	6476	1042	8632	2228	4115	130	12822
"Chlvar"	3766	5620	98877	1597	228400	6474	26223	13541	234458	15315	64349	11233	11239	79387	5972	81734	11699	14005
"Cocsub"	4564	48754	46670	8567	376698	5296	167646	68443	133460	14353	23009	4085	37507	134242	16612	66975	4850	4932
"Ast_sp"	2584	15876	35103	3478	480971	6093	67845	28745	93316	22901	18742	1450	24982	160254	18725	194882	26170	2011
"Naegru"	515	138936	1305	16412	118117	2078	554522	291017	5143	3194	158	1	9040	26580	13702	3770	95	31
"Trivag"	4181	761177	13565	85763	629236	7904	2112901	1498886	75681	22961	1829	90	57667	113167	50536	27460	614	341
"Monbre"	5320	22317	37698	3853	228233	6073	79116	34465	106720	16660	14430	1002	10130	53430	10303	17037	1007	3411
"Sal_sp"	4231	9933	34628	3181	330246	4081	44770	20940	88351	12840	14834	1677	19039	135524	24168	32431	2849	4380
"Ampque"	5910	359016	18539	27924	778228	15213	1434803	1175230	69728	25713	3717	175	91181	322830	194627	34521	1014	1152
"Nemvec"	23245	576533	84277	73478	1165051	41970	2016060	1805634	353229	61572	17909	1626	83065	295520	102910	49548	2045	4761
"Acrdig"	29663	1022144	89243	113358	1386141	28131	3379760	2636915	364020	61793	17698	717	115085	331250	110479	77786	2628	4463
"Hydmag"	43587	5043926	112838	218068	2821992	59406	17128365	17847153	456753	91773	26850	921	398950	794414	323061	128831	2885	4206
"Alamos"	206763	3046276	716452	379606	5347827	248760	10227554	9309355	3465306	280543	177097	18457	406939	1365987	454089	318352	12887	54502
"Mnelei"	13865	434643	43286	36642	539617	17793	1407998	1189989	200836	25250	8179	1237	29919	122150	52050	39054	1569	1381
"Schmed"	60563	4649661	154934	279467	2077160	44932	15726137	12121171	757026	80596	25833	1326	251210	476686	202182	62644	1363	4237
"Schman"	26406	984779	82321	156389	1281194	21368	3678340	3172973	296395	67704	16884	146	124183	252899	126468	34987	663	2481
"Closin"	112712	1084961	279068	185468	2046712	60573	3156463	2156454	1078795	91597	39287	1649	167087	512410	156731	132029	5017	15295
"Patmin"	109899	1907578	302441	196336	4027399	140298	6757897	5023766	1081286	176234	64051	3932	333653	1311550	647901	188514	8505	12525
"Lytvar"	71403	2335573	157336	250481	4331661	82074	8348495	6239585	678043	188053	24688	2296	405588	1178030	589288	128599	4745	13591
"Strpur"	92455	1949406	195090	225282	4072941	82455	7543229	6171414	792599	136252	32349	2176	376605	1147221	573602	124821	5465	6121
"Oikdio"	7098	293587	28619	30919	164444	4593	768990	450628	107666	5843	6569	394	12252	38029	11482	11848	276	1666
"Cioint"	10854	272897	25811	22842	435011	8972	1065433	1185414	97088	20113	3778	224	38103	111249	42424	20319	598	1643
"Petmar"	106272	864652	349327	167506	2700228	64510	3677563	3637417	1224656	160000	100986	9083	237998	757959	224818	275840	15140	42914
"Calmil"	32094	1187309	159974	191373	2581512	55497	5311473	4384581	900869	145455	37085	2397	216831	592062	219183	398425	10572	5214
"Leueri"	73176	2431334	368326	379903	6850863	112529	10736140	9396317	1693664	340340	104260	4589	520002	1614168	530974	854238	26241	16581
"Salsal"	246473	2558802	673300	401729	11157800	355793	12347178	12454193	2806100	627879	132300	3879	920902	2762435	997588	953477	49001	28981
"Gadmor"	60937	480688	281923	89040	2659862	56575	2548511	3092534	1157117	145401	85153	5880	247696	763902	231583	254345	18127	18649
"Orenil"	49450	1232379	174081	145361	3725077	53851	4740127	5939676	638807	123542	37580	2163	312273	1071183	377577	525724	31508	9519
"Neobri"	43208	1006906	148243	119145	3091510	45429	3978786	5025503	530584	100594	31951	1657	266069	908263	312848	446117	26251	7941
"Mayzeb"	38844	1455695	170573	218948	3546899	66694	6397106	7103855	752350	140245	50578	2339	332923	943953	318755	474063	26833	9278
"Hapbur"	43890	1032973	150765	123137	3173409	46582	4031482	5067693	544671	103969	32076	1769	273247	927163	316874	451891	26315	8069
"Labfue"	7272	97522	25060	13121	298724	7947	373268	459750	102460	11388	5468	363	22318	86378	28545	46933	2592	1116
"Mchcon"	6430	102552	22680	13374	311838	7738	391903	483872	94098	11617	4946	387	24361	90732	30166	48704	2804	1093
"Melaur"	5652	94459	19811	12066	295449	7037	363357	449875	76077	10553	4479	315	23133	85748	28898	46469	2580	932
"Rhaeso"	8012	100650	27507	13948	294716	8521	383500	461842	115468	11950	5940	363	21890	84697	28147	45333	2338	1203
"Punnye"	45439	1027874	154428	122811	3173630	47328	4005741	5036797	555858	104870	32636	2071	271859	925175	315947	452876	26217	8090
"Diclab"	4632	122520	18602	15757	447980	6039	577026	704831	71626	17258	4691	197	38791	127663	45269	60272	3039	1067
"Tetnig"	31407	354850	166534	53593	1164318	24893	1345514	1604433	672923	56581	55197	4696	78555	331143	105154	259027	18482	16958
"Takrub"	32269	416565	145444	69713	1438348	28472	1642249	2005945	597838	65401	43802	3644	97571	387920	133387	269873	18649	13357
"Gasacu"	47297	424995	234978	75285	1872834	34862	2077881	2589866	904023	75421	72609	4904	146190	527746	189519	295200	20586	18246
"Xipmac"	36578	1196615	147395	104024	2738765	37366	4699254	5273751	589538	94843	38249	2465	243366	763066	284900	421561	22740	8513
"Orylat"	50957	1184059	190643	136745	3121700	44298	4365264	5142792	788642	141853	49013	3415	261653	831069	314999	504786	27178	11655
"Danrer"	80453	2454072	292918	228570	5985385	77797	11138641	13176189	1172765	171085	58546	4378	664503	1919065	617011	540398	26490	17025
"Lepocu"	38844	1455695	170573	218948	3546899	66694	6397106	7103855	752350	140245	50578	2339	332923	943953	318755	474063	26833	9278
"Xentro"	58116	2359023	274092	308511	5417670	191231	9595641	9482146	1214709	302748	82153	2101	484117	1445708	503437	676676	36466	35237
"Tupbel"	45900	4070623	280500	491628	12017767	172412	13680993	14361225	2088747	677901	114709	4659	799861	3381062	922930	857385	55653	11269
"Macfas"	46440	5215157	256434	679749	11553189	231825	18438980	16653418	1832028	607447	89830	5297	772691	2499132	875434	1054546	60840	10039
"Papanu"	57945	5644574	307970	747331	12606464	261907	20220929	17861680	2414762	673237	110834	9358	822322	2737421	955977	1159889	67456	12990
"Nomleu"	48147	5558551	272931	735006	12296527	251381	19597546	17316195	2037648	655957	101483	6987	808847	2668070	913499	1154733	65197	11681
"Gorgor"	54302	5660041	295691	770613	14385896	249499	19729403	17653813	1962947	677968	104293	7127	872252	2813821	975132	1143340	67436	12303
"Homsap"	48382	5713016	294067	717038	12954485	262263	20323958	18030673	2149603	689639	110835	7881	838992	2797234	969929	1186489	68762	13032
"Pantro"	49839	5781530	293827	742082	13022912	260018	20443273	18117045	2112030	686999	109418	7871	845750	2803386	974665	1176522	68074	12920
"Ponabe"	54361	6326352	314589	794930	14047564	289806	22271582	19576433	2209855	743994	118662	7710	923734	3040286	1065086	1276290	71534	13399
"Caljac"	48151	5627601	302364	709233	12928925	262060	19842789	17399415	1846769	677215	115008	6898	813121	2852083	968279	1137462	66900	11957
"Saibol"	44243	5044332	266918	639227	11487336	227240	17754193	16036978	1743409	593423	96543	5888	745637	2551291	865941	1042909	61999	10936
"Tarsyr"	60291	6384698	274078	1267445	11917353	280535	21167097	18636135	2284343	610919	89705	6660	832393	2798832	902587	965807	66788	11589
"Daumad"	51892	6633755	250899	788610	11934939	259673	22088773	20406806	1442219	700974	79413	2301	904021	2715688	990400	1071775	75383	9318
"Otogar"	45120	4834755	331475	620747	9454891	228194	16458228	15482888	1699060	701699	120241	5706	624836	2061046	784730	909338	68507	11199
"Orycun"	101180	4841373	1300175	677688	10641128	265917	15894864	15449479	4523413	841310	796557	14845	801977	2109112	674742	1368225	93618	29188
"Ochpri"	73739	3500880	447319	506092	9101658	195948	11415090	10940331	2193494	572916	117098	9934	673061	2089019	656105	991879	80120	14034
"Musmus"	44767	3824889	211110	596296	10942164	242930	13164157	13188185	1242659	686418	64977	3638	802802	2680331	868512	859919	51583	9333
"Ratnor"	58490	4375426	260856	738865	12129458	273629	14822158	14484874	1619822	724205	76423	4470	850986	2959213	985227	944130	56614	12131
"Crigri"	37278	4078578	184765	647076	11714785	250171	14099132	13742170	1016895	728413	54379	1684	822681	2798165	937170	836838	57300	6879
"Micoch"	53614	3624758	254381	566073	9981769	241734	12250541	12562043	1473493	617911	77191	4197	707737	2462632	757011	875544	68337	10659
"Spetri"	36562	5356256	219892	644511	9953167	239069	17712098	16146480	1326112	570002	81893	4638	784983	2357409	785478	883916	70925	9872
"Dipord"	44143	3195442	253661	513912	7557930	161204	11181307	9989306	1658927	429212	99888	5933	658326	1687521	526457	540543	37093	30979
"Jacjac"	38779	4963645	220650	1019638	13285136	278563	15475373	15387183	1453059	741173	82945	5336	1192194	3650970	1057944	822349	50533	11302
"Hetgla"	38674	5348930	235577	606921	9899796	410522	17144671	15320416	1698905	587542	90823	6601	726700	2193085	802460	936836	67286	11692
"Cavpor"	60325	6121477	289393	740499	11749043	361183	19240464	17314544	1667055	640856	104226	6983	858580	2580207	892886	1172872	79317	14265
"Octdeg"	45252	5251427	359281	650826	11218971	272078	17114419	15524338	1979894	584943	176500	8030	755169	2729911	790487	1153361	81119	19055
"Chilan"	50438	4923528	312289	582383	9851377	363302	15714737	14318587	2000556	555961	121068	8505	705596	2289231	768070	999522	66988	15084
"Chohof"	36496	5261963	180867	1013489	8388343	219386	16651976	14425930	1058191	608696	56475	2948	666202	1739989	614390	703795	37593	6353
"Dasnov"	57468	7234093	471237	940465	14059949	308910	23804784	22002093	2744024	941526	215907	24294	1004349	2708394	933759	1199308	84954	26576
"Equcab"	64348	5110637	463095	670181	10030216	211560	16716213	15638921	2491013	596755	211095	7623	677124	2277740	719665	943073	67855	13338
"Cersim"	49285	5122384	481216	638996	9420517	194285	17024987	15907980	2263225	555754	257092	8665	665521	2026801	717589	853424	61020	14227
"Sorara"	58554	4332241	422845	507862	9154007	224130	14527004	12729844	3201876	544302	181025	19223	661627	2269225	638572	806520	68103	22281
"Concri"	39669	3452957	309305	438642	7005618	133764	11465769	11570188	1679441	377152	137047	11599	640844	1498885	557023	768975	52998	17155
"Erieur"	66219	3918338	379650	520778	9384352	162413	14293384	14682923	2033982	456138	94173	6017	625215	2193993	867781	2151143	612733	12695
"Susscr"	5583	488641	39878	66974	1040820	24706	1575652	1595417	210649	70577	16237	593	70558	220017	74609	129882	7873	1343
"Vicpac"	40635	4822112	283261	1009483	8165466	169253	14683727	13502289	1324441	436570	71077	4025	701490	2133674	686339	740635	99902	9781
"Camfer"	47191	4194024	295375	553218	7790369	198666	13766614	13527633	1643502	444077	112139	5863	575348	1817366	617926	852737	66645	13864
"Turtru"	60194	4712459	344715	637864	9460508	248291	15714635	15343696	2426534	700898	130416	9066	651606	2315214	705140	932556	62685	15358
"Oviari"	48676	5086451	274201	807134	12164305	203886	16016685	15212323	1776704	1439132	103219	6818	762896	2278123	754299	1382313	66162	13924
"Bostau"	58795	6502432	347100	1021325	15768953	261135	20484930	19297639	2284894	1950929	135461	10013	1002382	2859247	987135	1807626	77723	17226
"Ptevam"	50839	4202765	296393	530225	7149986	168259	13967867	13387165	1627958	402877	114755	9671	572449	1622232	595772	657619	43200	16728
"Myodav"	133375	3541225	540107	446562	8013828	161252	12399781	12042843	2508219	500532	192954	7401	596547	2055757	581946	809842	83312	18660
"Eptfus"	111059	3432139	564476	433481	7574748	156604	12006032	11528391	2677081	471438	231920	17268	581700	1934955	554127	804647	116544	23730
"Felcat"	67210	4786776	383524	647393	10015125	209571	15515503	15936958	2230836	510354	135423	8564	655073	1978817	701120	731687	55915	17190
"Ailmel"	59073	4630195	348136	618419	9235266	202890	15084055	15358106	2099503	515931	126102	7194	632494	1937303	658435	777099	62433	15142
"Musput"	60134	4764829	367605	633001	9867926	218701	15354958	16143422	2103612	551278	144084	10019	632507	1937961	691322	745519	57402	18244
"Canlup"	50375	4830484	314697	604132	10553430	229056	16090783	16085254	2520640	550069	128822	13178	695742	2062094	697251	881966	99359	17518
"Chrasi"	61166	6086850	235695	873701	15091514	346368	21758081	20697998	1241197	1324945	63441	3683	1355758	3054623	1261075	883413	46079	9864
"Procap"	58943	4565547	250173	687428	10050186	238719	15159635	14363614	1402089	644419	78372	4892	699476	2294684	881448	903341	51771	13462
"Echtel"	91122	4186455	448441	676658	11817060	246679	15602354	14086759	2403997	844003	149605	6332	891610	2603159	857939	986697	80735	20793
"Eleedw"	84945	5978821	279837	753236	13952970	332023	22611016	19830214	1451561	1303498	75932	5370	1254279	3079391	1113756	1267267	57681	12450
"Oryafe"	51425	6644834	234055	938044	14651170	273613	23307564	19815800	1257480	1234118	76957	5196	1160613	2871875	990705	1086734	55416	10571
"Loxafr"	79488	6353222	323766	893134	12574154	299082	21143650	19166490	1823882	1054688	96227	5514	948061	2556502	971119	1036147	60296	12897
"Triman"	68805	5655518	293074	780476	11298528	229121	18729467	17449743	1658250	861578	98754	6323	841433	2374550	913216	941497	57310	14004
"Mondom"	30812	8597395	167575	1280045	12623034	284621	30505199	25958314	1113073	741008	69176	3578	996690	2556556	1120394	617950	33019	7008
"Maceug"	24162	5916843	101848	875954	10420518	239715	19605311	16886136	693266	562018	31233	4751	805904	2187724	869679	582386	30737	4465
"Sarhar"	25939	7881506	149057	1079415	10087810	215639	27779542	23166560	982760	477434	56028	2890	947106	2160580	1015439	510750	28642	5298
"Ornana"	83436	2363709	469986	404694	5967272	145634	9105978	10203780	3556444	351635	159648	8158	331754	1027088	354405	540025	32291	20813
"Pelsin"	94642	3251035	498452	439912	9460919	207821	12192232	12260514	2965239	654967	194192	8419	652232	2262713	580263	1313971	79807	22323
"Chrpic"	95719	3475991	537917	518692	9293452	230723	12736894	12756043	2641188	617633	196402	10128	694629	2177322	608176	1351349	75195	26602
"Anocar"	44676	3045325	373807	480715	7849943	164388	11721986	10561773	1600760	491172	209751	6620	612003	1652504	530164	615704	26130	8495
"Pytmol"	23448	2247742	102518	373201	4982168	96227	8662766	8218588	501245	285148	30102	1588	487660	1173268	364903	512051	23528	4298
"Melund"	27303	1823542	116666	258679	5144573	110343	6631778	7011532	535116	350674	35277	3473	405089	1202822	355683	786208	39703	7248
"Ficalb"	17062	2264325	113877	310128	4388428	95321	7506464	6693997	712731	335132	44864	5766	336287	957327	284938	863721	56074	9221
"Taegut"	20514	2678003	140599	352635	5199781	108080	8936153	7975264	825170	392189	57307	7833	394762	1137185	356296	951080	63451	11668
"Geofor"	14432	2251685	85301	301795	4512839	92271	7478206	6659061	527147	349269	31496	2849	338052	975079	297394	840841	54909	6136
"Galgal"	25054	1598430	124968	234043	3999351	82460	5704019	5689977	637837	238920	47244	7394	356979	949581	250582	735707	40150	8910
"Melgal"	18098	1777990	78036	245988	3958937	72361	6233559	6005022	386306	213190	25004	2067	366880	959573	258532	706706	36802	4799
"Allmis"	72271	3050691	344887	411246	10745921	249215	11734319	12039988	1745900	736516	123513	6776	864828	2793937	723736	1571886	109738	20215
"Latcha"	73100	4297953	303920	402211	9191361	230049	14672236	15850100	1687083	545515	94219	3555	824809	2354982	683514	921106	48963	11780
"Braflo"	65279	894817	187507	108543	2418882	77304	3039317	2465589	728274	114289	43804	2522	177034	738839	361897	175430	9609	13103
"Sackow"	55722	1526634	134517	171221	3398980	64078	6475683	4710230	496874	137946	17402	1314	371337	1068590	494326	108830	2317	8654
"Aplcal"	40536	1247362	135165	122741	2150454	58088	4081692	3554619	665327	79032	28875	3372	152546	614646	250228	139844	4764	6934
"Lotgig"	17263	1006887	34420	91762	1078663	23100	3476766	2825622	159362	36830	3458	111	84497	263653	135769	36190	1121	747
"Pinfuc"	92459	4089972	195889	338788	5351818	120925	11634296	8290926	921632	174660	31848	2983	509338	1856643	1058748	128719	5582	7727
"Cragig"	51497	1714897	92257	146668	2181704	39999	5883553	5253602	396813	63997	8462	558	270360	765879	424284	75080	2754	4044
"Captel"	24220	586965	78462	93128	1393752	16450	2526080	1696450	342756	58512	16155	1215	173904	394655	132314	78006	3968	4330
"Helrob"	10605	761134	37353	44448	686119	9686	2759403	2253910	130134	17607	8567	203	96431	214256	70595	33481	647	1509
"Menmol"	10928	970955	28569	48412	345313	8029	2892303	2528527	106890	8798	5101	437	39790	103927	52884	11383	290	1390
"Tricas"	13939	745507	51176	43404	319318	11301	2455619	1852061	210168	12000	10276	784	32056	86406	36366	17888	724	2908
"Linhum"	23066	743860	111376	64864	516538	11545	2717961	2061224	381592	13485	34031	3443	82807	166091	57114	31053	874	12480
"Camflo"	18923	892972	77263	66487	570841	11941	3282184	2568947	300418	13311	20508	2408	93678	179380	72891	22038	757	6910
"Solinv"	32365	1339019	145467	99940	861564	23896	4757271	3872772	547940	28375	41885	4719	116510	261934	102624	44808	1373	14340
"Acrech"	21404	1150686	81983	93750	768377	14910	4204854	3351336	308331	19495	19449	1992	111095	218687	87369	33339	969	6796
"Attcep"	18842	1207696	71232	95323	777015	12964	4385700	3466261	270962	18918	16763	1742	113539	219475	86547	31923	915	5789
"Pogbar"	21120	800503	93864	70630	546723	12692	2902472	2254928	345876	15280	26829	3075	78575	164828	62276	24818	786	9617
"Harsal"	34558	699002	233723	89054	652372	18864	2351809	1703631	796220	21319	91661	12898	69391	199479	68489	41912	1685	30371
"Megrot"	62208	613093	244523	62307	1035441	35165	2163094	1663569	911897	42271	60908	4272	100316	278055	72353	80911	3534	17286
