"AgeI"	"ApoI"	"BsrFI"	"EcoRI"	"FatI"	"KpnI"	"MluCI"	"MseI"	"MspI"	"NcoI"	"NgoMIV"	"NotI"	"NsiI"	"NspI"	"PciI"	"PstI"	"SbfI"	"SgrAI"
"Psemul"	38816.9124839131	365762.432777597	115888.66302859	117800.64270463	1009759.60605779	44110.4700062578	1275547.03662597	460532.856157561	413094.124331952	54045.8317074628	20564.01586229	591.642189396469	75972.5470214668	229427.572881049	70454.4530199904	48679.7608256536	2171.44262522236	4651.47877779765
"Phatri"	5882.20599291595	37368.6411937934	23982.8398351868	12336.3392823849	104755.995761152	4603.99565881848	113154.669998323	41295.2239365917	79221.7293768838	6255.05336055624	6110.14398703089	291.97604058246	6633.12011106302	25463.1580634095	6269.9184496197	5815.86943825641	232.27109390471	1255.72056813439
"Thapse"	3457.80123824341	31310.0922867525	11746.5189996583	11709.8419464797	178327.194457424	4300.70501708642	111785.196795204	42223.1391196972	45462.0166188555	8826.45378859067	2457.88513649089	64.4936268065471	13564.2494048425	39745.0186753447	10095.8313678888	7393.01213460847	303.164451259502	514.216746361077
"Albcan"	3636.15796404112	68516.3208417704	11743.7780451199	20830.8135696881	173953.088426172	3863.20731055226	210729.872774369	92492.8397257787	42992.356748132	6747.2595161064	2310.50223594223	98.1763585429767	16239.2708010847	40806.6503425526	10359.3384204617	7612.93812929471	186.873281829112	586.791333922269
"Pytult"	6722.40356733286	36877.0429305811	33500.1847834156	13406.30197642	236476.649622105	6113.66470315044	116308.451136951	53736.6246352125	90717.7666292108	12125.22909588	10209.080519491	824.224732034371	15738.8758475465	65833.3907243188	10714.8900675878	17539.5745931441	503.936471289598	2705.01817103311
"Sappar"	11609.5153841086	16574.2503028717	85839.4964341178	6207.73669514587	290157.070400662	10161.6808349519	65746.2825793236	24372.5112161877	179198.851417256	19883.8117380536	34311.2846032239	3058.2499241349	15045.8853077226	83319.0980842517	10269.3851412221	12976.0017705847	522.946203976572	7560.8975492128
"Phyinf"	42410.990791437	172529.096887498	180483.922027397	63492.2961413695	814723.818779967	36810.5481436584	586710.260501816	422016.897526057	537258.928059041	47082.0404631471	47914.8500847416	2779.84035028238	45470.2789529328	196563.945730994	42514.6445814096	63050.6906757331	2367.01167278135	11448.0360109638
"Hyaara"	12790.0522870138	77372.867060174	45563.9388200815	24166.2720474284	341558.274709703	11354.8013770733	289768.503070433	221592.543054407	130807.992781538	15057.3067266262	10072.9041568742	512.681683523187	25988.1718282808	87431.2242304007	20577.2853180034	21735.8572857643	731.035074495593	2630.06149611461
"Psecub"	15818.4727925507	55670.2461180686	111914.309254349	20449.3482682877	348413.266445733	11058.6776317628	180347.709427372	103348.135878657	248434.802813029	21110.5275029177	43582.4620883628	3307.79572993821	21273.8051321218	89309.1468275532	12325.1576356941	32061.5577949395	1397.30549582884	8178.08228088828
"Gialam"	1471.71977787957	8928.54211366266	7723.51511965415	3232.86730890503	56926.4651920727	1389.26072090886	32310.8918387242	26711.6991899541	25075.3933900952	2588.25353031836	2452.22970369177	109.963743909325	4581.29295389023	15779.5537739072	3009.88572390273	6734.31817374237	296.596248462435	358.03762256124
"Permar"	15810.2255052509	93425.8880396111	54880.9410312429	36875.3641574085	443141.223795867	16557.6998939036	318366.35511135	195689.036862124	178414.361931629	21960.9532302627	11778.1427136515	449.01975818949	27892.1010209093	89206.6072243995	24078.1205493808	22194.1346245819	1052.07549308039	2757.30483659505
"Stylem"	532.830566946181	87925.1336740745	1447.58284844338	18430.2500696029	91666.2284653721	1314.51446433127	358368.13338877	323953.451758246	6199.82445131463	2832.12610567884	223.83881841948	2.44319014780578	11870.5299106689	15090.4366366287	4316.88535189077	3987.65828214747	94.2243117642491	20.3228967013029
"Oxytri"	999.899219383303	236693.198859844	2352.7031934915	44188.6939630356	213389.251788307	3079.38500150743	990660.78178065	921288.587355322	9986.52586757351	6650.31334024622	284.986308469106	3.22971326621374	27532.2718581639	37855.2460123689	12471.5089553084	8302.08788035682	157.398033075594	38.2297958178255
"Partet"	680.99140199399	325889.795992107	1611.15253449063	59320.4110759402	220307.894414166	2420.07922702541	1417132.60435288	1143988.19211716	8034.76169817987	6397.85147936449	197.213095387075	1.30866675358203	33679.1522542011	39051.9719703386	15600.9460145136	5457.83388110777	142.134694338309	21.7909230779818
"Ichmul"	458.492909858414	346766.391091575	949.165835363654	22021.8585887648	54304.0490155322	424.6549578038	1541718.89213173	1533902.14028326	5064.10185615425	926.386544493827	88.2863049166564	0.690437239790731	15394.100214652	12020.1353583881	6327.9540193833	836.483602910155	14.1878395631843	6.49755776842805
"Tetthe"	619.035984666874	607003.782782665	1236.54395271614	57939.8190422241	178171.295895691	2200.09124374517	2680747.86234064	2547739.11541693	4952.82015228518	2874.38041085219	105.76157472655	0.874647704378416	35458.1065103465	36881.8291419964	14775.1735500729	5428.82828701531	81.8415116825209	12.788254099266
"Hamham"	11314.6609856113	59989.7851589069	66798.6073348653	24756.7125150337	286432.354235945	6725.76635189389	123299.740307667	64107.8228980121	220727.765228769	11343.5816095672	23129.4592342659	1777.63606652038	16251.074787147	92741.0847655814	19179.0781768075	40064.4221125172	2089.68143038715	5170.84518865496
"Toxgon"	9393.42342912919	59424.6536469759	52095.5452474748	23992.6170109002	277231.150631112	6083.10950142255	121166.026811922	60958.0549803838	183573.414324242	10665.3192223394	17246.1017865705	1276.82137542563	16335.3952702457	90364.7421718022	19793.0787696926	38578.0078554388	2002.89196229072	3777.54255467262
"Crypa1"	240.137798432155	43725.5900312305	582.271993268454	8874.69522809983	26060.633858275	497.023714579148	159486.369033904	109752.488601565	2962.07067129793	1066.74971461618	74.5442047768189	1.23014677415651	3175.78752569677	4302.73862885962	1615.67945477033	902.47365859013	21.1383416500165	9.29265107026493
"Babbov"	1237.18732049165	10786.1853660747	3437.44438923766	2947.2897647957	48330.9549836181	1706.49983388583	46351.6390674975	37106.1317255533	9878.62109160955	2313.88836494395	550.132009648262	19.3715069601023	4632.94227961673	11866.963025699	3698.93049144938	1978.70892916737	86.224884898843	145.505783024025
"Thepar"	747.079599088323	25362.994087489	1619.00810932248	4897.22519386501	24837.1932500698	884.58291433387	106334.195816858	94727.2449636917	6228.06118940142	1030.9109985247	166.476059043613	3.34785000257832	1529.5038592473	4542.09442694123	2398.16760805735	786.617531322924	29.2798481057764	49.1603646019505
"Plaviv"	2451.40807994898	74060.0661751004	9448.19346666931	15159.4117680684	134515.154279216	3219.5961517593	219242.52208127	178456.254461081	40152.3650614649	5883.21600192359	2274.2573802446	144.985642498243	14811.4819811546	39147.3088329771	9411.54354104116	6655.38954789347	439.874509893748	587.896954872091
"Cyamer"	3741.40477621911	11972.5324674553	19084.0295540843	5044.71108055788	86413.8719893504	3034.20618575096	29895.0172543278	11324.1162239104	54733.8518658768	4114.19977686815	5925.58941184564	497.840528227052	6327.71542467206	26440.7507270075	3169.88484673719	11435.7816086073	449.86424011259	1510.5327057665
"Acacas"	12720.3346312654	21002.0396367257	76816.522073928	9634.34413820205	237769.503907463	10988.3843675754	67840.2335662793	38244.5516781547	179604.489508337	16878.5730380916	27017.2977781389	2218.08839517941	8275.65193849167	61391.021950739	11817.7508201435	15599.7312727508	1205.72204509827	7750.31125895503
"Polpal"	4113.56793216086	103569.080253235	7195.3598900623	17634.6706895171	98181.5030774255	3002.71780980792	448161.951150636	316451.939833258	20557.536530299	4150.78457598518	427.958773292818	6.44867527504072	8575.50864990196	19114.1598295407	9637.89655932957	2325.39995556415	37.214587018369	235.078778239793
"Dicdis"	1209.12831770262	224568.203751862	1625.42941982261	18086.6916718583	76912.5883906766	2646.77035127685	931901.651167992	728396.738250871	4262.36625717306	3447.27859828802	30.7366406273511	0.219292215015115	8250.65020618884	11436.5208778133	6605.11751500161	796.708848146173	13.5013970564079	45.8164342220937
"Enthis"	122.296249882757	124468.393857316	173.208254790027	23174.5689454313	76169.911940075	476.854132845111	453575.758396731	353002.576557546	930.690594996938	1624.75912893489	4.41774936588406	0.0106163774314692	8757.66388287058	14095.0251374403	8541.23342169969	640.027573657828	7.54970271696955	2.83348298282563
"Guithe"	9717.40668668888	51318.3209373503	43141.7228994891	23407.9802233045	497009.899098038	13892.4445350123	142264.742970065	73798.2693527381	208779.41579048	19817.0867107726	11909.0401407218	496.604384894491	31038.233661686	118483.749594345	21072.536375422	49524.8959006062	4450.91260880428	2035.95451953684
"Emihux"	42349.336620532	34841.5128801192	530264.87672325	14834.4492474927	551591.478719555	25636.4558658104	108803.721580962	66516.5122402216	1232703.51137862	36081.0564147955	272900.828678187	32216.5018209242	16621.1410367374	169691.161667562	17967.8298242218	71357.419539546	5945.11877554089	62927.5972821444
"Phypat"	27575.9013737501	1344259.22428768	75319.7976692518	265256.737296114	1700903.72530389	32447.6560682199	5385333.34299055	4003584.1347434	272110.592714356	64417.5504131135	11746.5533992462	222.793582431268	199789.126836412	357978.161192043	129028.058960671	32423.3116567006	939.851146236398	1993.27667517142
"Lacsat"	130225.909046169	2533971.13695413	294106.334666551	532405.210599354	6095520.78763842	132533.949351978	9687956.17105236	8710969.52457332	1047485.26251768	272285.014003371	32919.5770472505	531.298487601685	475718.666623609	1164700.7373243	493483.393507737	73089.4589108282	3116.48772288484	9090.85652829276
"Sollyc"	51733.3711510807	2028333.08531816	111389.195792147	405646.244561785	3686440.81102633	64477.6413563334	7979030.99911598	6836127.69661144	419973.73313829	125015.649574059	11298.7682763325	149.804628586427	352682.950049738	727204.015106277	315798.795119445	40752.6961489816	1572.17961398293	3190.98866771879
"Mimgut"	40192.4243611081	1056485.01093216	107922.77152137	198913.334799037	1082248.12926442	25397.6475012545	3840006.25661433	2697760.69400189	405787.49328527	40646.1423479621	16392.1732280539	395.74850836955	126248.912182223	254006.451874962	92885.2288296571	24902.4664319998	813.995299004063	4017.15139727848
"Citlan"	17106.4008448712	1140142.73011253	40538.6432421749	195178.621269213	1297996.19166149	20505.2506139148	4247682.79019615	3515614.53254461	155200.352254948	49549.8431860974	4977.02457713808	92.3965923559777	128862.371522185	256952.334165987	105077.094967765	17790.0109265257	606.400926245587	1097.41876156374
"Cucsat"	17161.1862212011	779908.019437182	43252.7201910323	149033.968292332	912249.034094506	15590.6316136624	2740225.12472748	2222693.63052807	165627.353893065	35316.8889055253	5924.37524376538	113.324413495742	83780.5403227999	179357.661232462	73750.7868807269	14865.3218220719	499.689593775377	1196.4866389431
"Linusi"	40500.6293171049	660783.750610594	107086.829347394	168693.676338857	1359236.63830923	32596.2646880515	2361100.49595781	1805166.1009934	396875.271600598	64871.8863153192	15873.5405023383	299.136475125097	110891.784556981	267534.534792128	92474.3363467985	40826.4681576731	1618.63939820712	3404.87856958642
"Poptri"	33901.9476689827	1412548.52926757	85467.8291410285	235524.236666707	1841051.80276171	28606.6857216681	5272810.98115635	4578424.06463244	299962.37321721	69732.0115834465	11711.6217529727	176.859907813936	197721.350393124	381263.284626802	140171.276660256	51127.9117997232	1861.93880711125	2273.96288493829
"Manesc"	42069.836358325	1337825.19976196	127179.469402036	251322.647342243	1781829.31001614	31948.0396963889	4964781.62833458	4317026.02368323	453992.480641756	74790.8940955789	22954.5561248347	286.155360631294	201381.103985509	363099.197221875	117356.395278631	69604.5624845746	2892.36820256344	3072.08480324625
"Jatcur"	26158.0320773551	1020131.32034827	78108.8502210456	186598.387960528	1123812.73316614	20762.6381463201	3789120.32317672	3001372.10653317	273463.261129204	45486.7546558799	13863.3760507231	242.229580683162	128448.670907616	230828.484188171	76339.2525502534	37021.9205286619	1349.59962885465	1955.51435096507
"Riccom"	31535.2091260601	1076921.05976368	83106.1148841622	195735.186005566	1268163.48585347	28240.3867669457	4196789.99789956	3564892.20021704	293744.163870113	47138.0349477773	12254.031058251	204.704004439565	148790.032425401	267830.784881879	95471.7278216516	34416.2927481459	1230.54078425675	2061.69176643987
"Betnan"	54257.9767319657	1397527.09851491	165988.457399232	263087.17657807	2354016.02158202	48336.8529385326	5052095.43774495	4150026.86510833	576684.505776086	106492.783705068	30442.4661365679	751.918181862313	205731.789279254	491679.312284136	167441.714142104	63266.7646951851	2536.94335793054	5497.08398352917
"Medtru"	34391.8351203565	1130468.21194324	76495.7846117814	204056.722113502	1737257.20272159	27025.6862359452	4306639.6649081	3538333.45611225	272858.235011126	56085.5260356277	8303.55719669475	148.343550104153	176979.466757959	376661.886522083	155036.551942043	28691.2992073244	948.615209684372	2359.12675835476
"Lotjap"	15567.6814070939	390116.30488148	41408.9704690399	92836.4718159662	675454.242899648	13149.6378780245	1338153.71002528	1072636.59019855	155739.4573774	29141.2991210049	6196.68039417692	159.83955481605	52409.3919357102	129996.211911255	45548.3339286469	19391.2250462812	801.836810854628	1539.45675843426
"Cajcaj"	40167.3876943338	1595365.82977666	103886.88910771	281416.08803938	2189449.89145133	36596.4778652428	6347473.98556496	5482428.04268925	370782.429120364	79536.3540692744	14858.6085871593	246.484385028975	214408.747672352	452624.948596605	186553.378837563	31721.3841174898	1240.80346808427	3067.88234008276
"Glymax"	64200.9845089824	2926261.49294791	165767.305567479	553732.416734427	4571989.84679095	70807.4284303532	11062003.3400938	9209475.91016014	623980.871000861	168672.620156884	23641.7331599532	419.48280416694	467055.20093156	971327.750682109	370415.449274627	81902.3763655747	3405.26741186374	5095.38285921681
"Pruper"	17755.6315858632	580876.734296859	50319.0466367021	122882.010525325	1046608.7841826	20639.6856193437	2068180.34275918	1499498.2032204	178866.355610123	49624.905861816	8293.08121414822	125.788647160117	98863.5686188977	218143.598046462	73589.1723098385	31406.9318022401	1218.29541116958	1460.7235696327
"Maldom"	87676.9148167272	2206540.05632447	245858.238545287	482958.066436058	4343139.58878512	88823.8544015053	7955896.57537927	6199972.6345733	868492.947452363	194044.466439956	39891.9857844903	647.092434904613	387467.75540341	904520.698439516	314238.243818391	93322.2550678345	3882.51131462565	7936.42421269948
"Fraves"	27056.1923178895	459591.349366643	72750.8778641091	107056.648158783	1025033.26480472	22602.0329668804	1646939.52404895	1265060.9978193	249341.338417244	42675.7074765219	11073.7599435242	190.448865033125	88619.1156384518	214795.679225015	75570.7509718558	30537.4677420385	1120.23681225786	2131.48744712463
"Cansat"	49404.5698607461	1583722.6638035	122428.521645355	290638.843876986	2083795.67843819	49294.2666445721	6208454.40498645	5125633.6509714	427444.432677281	91585.8296428578	16287.0211720706	247.412966938158	185459.769285819	418895.759169218	171616.584312452	48336.1307192265	1672.41535096894	3397.51940945065
"Vitvin"	28886.429392021	1498360.81087871	72704.2735595724	277389.409025495	2330398.67794376	38190.2893758662	5421543.83356256	4378835.13423347	285750.841013259	108738.993330743	9934.98638116325	118.244565152775	226616.629676464	425231.142276756	156982.476259883	35818.2285187677	1565.57342255733	1996.81270745617
"Citsin"	22312.4957212997	1005170.94168878	62126.1498005073	179671.647578241	1288885.50735842	21118.8877033888	3932445.10535904	3204607.71300277	221673.495886504	48347.8758627819	9975.01113973881	147.599710143402	141926.823511438	274008.257232915	98337.4434037947	35928.5031080625	1085.23530161276	1639.72605485483
"Euccam"	71923.9772007687	1821703.27855477	244241.730315397	417315.532029228	3226162.99038247	52264.9805914933	6224035.88341993	4386875.74130942	880749.182685032	150466.229845615	51084.2614392579	1244.6119635069	294182.799490741	635901.587383945	190048.881178721	78673.822867598	3226.97987205169	8573.25646852178
"Carpap"	30035.0756680218	838494.754319299	79197.441091627	161870.709122489	1152615.09836394	25749.6644565524	3067225.51376359	2577229.41050921	290754.330926412	46946.9948565877	11688.1599607327	252.003623677148	126738.5286997	239291.023037554	85116.8392670605	35220.765987634	1339.1127893925	2521.04597127918
"Brarap"	35875.5024197036	719701.9057498	83170.3668909139	137466.548021506	1082544.96153122	21982.6047952879	2594528.49545057	2483751.01839467	298056.005931148	41719.8507211171	9797.22704578685	210.427083058759	91036.437627181	226859.962572944	95791.0193300198	27949.3762367382	780.153413824474	2463.36950900941
"Eutpar"	16861.4681403492	374017.332617591	40528.4362743891	77375.515376979	569093.504328399	11025.4547603149	1284394.53106637	1126095.67699034	144826.990592666	21775.7373355012	5106.92702345012	99.8309932457384	48992.5396890683	120222.055117835	48717.0047738551	15310.3225316646	408.833542084083	1167.5775836498
"Aratha"	10681.3214510611	231255.270669363	24471.3416781692	50532.7589181762	390339.802981624	7845.52617072274	796887.607447721	697712.744654232	87569.0679508471	14788.8173814209	2817.34319748208	49.3177793029114	31534.5679343469	81725.0004619716	33963.3623960699	9930.15999319312	257.109561967367	698.496403689392
"Thecac"	15306.2635796151	905367.18387541	39850.6736594288	168563.631202014	1468046.2229548	22674.0812859114	3431980.40509824	2891213.95656537	142243.679602619	57704.7495216961	5761.72311496184	58.0815658759632	158501.492811019	295402.592875747	104436.48445005	26924.7843260105	983.06029507034	990.126714291847
"Gosrai"	58631.7539977425	2581216.09247226	144812.49579841	441668.848439413	3249202.2842866	61271.1672368901	10064378.248178	8476766.90093368	492840.250397406	123893.746923127	19153.6164683008	235.41188855571	325336.564056625	649215.547118574	263076.607254509	49913.6547840637	1794.30194192239	3624.70018371374
"Phodac"	41135.1238610634	831507.082604372	130537.133244475	184705.538214472	2009948.6671587	38091.5664801972	2981335.64830851	2361571.59087357	467022.140843421	99115.4162441057	25115.0868003091	438.263000933194	216586.311959776	421570.53518763	119430.130473136	65217.6135690531	2780.90506690026	3583.20311835718
"Setita"	84653.4167077128	567600.44446063	374566.982738289	156269.986026676	2239061.23229197	58911.9551258854	2042624.04725851	1510642.12725549	1171539.27010555	120824.768900334	103082.953818477	4531.01829467176	171985.45403277	527616.066798882	125580.801923558	99029.8382727732	5338.00510411637	17825.2299814683
"Zeamay"	39703.1311738134	273090.354132948	173475.862488137	72303.1626103334	871846.916309141	23505.3178635307	967044.654368094	775832.243922537	532022.357438171	46548.420468435	47196.4460061253	2232.74289188834	64508.3403245041	207812.940243445	52267.2706072224	43674.132820085	2269.49238772264	8617.75796434483
"Sorbic"	140310.063733621	996440.820383625	514237.830172057	253870.651581722	3773943.81720581	90596.2560755312	3709211.4610271	3009476.6871034	1628366.80655978	197980.804114315	117320.729710767	4036.07822542873	323898.13904702	863039.314351375	219411.697087758	141591.140433417	6825.54054085108	22414.5681300849
"Leeper"	2886.51784727963	28713.9694117485	12156.7794314877	6741.93718901436	86486.1679155832	1984.22415370254	105280.053562344	78826.3373041947	37552.1006829791	4105.81540447161	3195.80363537144	135.429228637942	7535.21456347361	21323.7660889598	5813.0712930843	3716.63794734523	170.598756021373	545.825267210134
"Orysat"	80501.5268468252	683387.325330846	358666.049819042	160075.456620549	1837573.78403685	46864.8355939021	2484726.47684452	1933735.85190481	1099453.21060854	95098.7009936285	99325.227096425	4703.90792263852	149475.391674098	429805.386874066	115048.30431409	72894.7653732334	3554.3831644157	17393.4668946796
"Bradis"	59188.0582382955	404417.124615178	275250.797644329	110238.937332669	1485220.90611645	38059.6351474891	1403193.75862806	1010456.19251829	868770.238598857	76693.0413821217	79161.4012492337	3544.63290164951	115139.056819146	367478.002270413	88582.2190851223	73720.4768896564	3765.80716383582	13177.948877154
"Horvul"	329231.737493585	2602489.25971871	1215590.74914443	701283.050825583	11545194.3900916	237148.642187784	9332898.04811581	6933533.64800056	4141229.11227429	595811.700935128	279574.01269909	9760.4111139037	908098.203005091	2544738.19324882	705556.622658491	254592.303908807	14277.706318183	56304.9428366844
"Triaes"	29581.4311746031	222987.632070679	108981.468103735	59566.3685394889	1036560.03341568	20684.9025328105	824002.441056655	634020.160548562	364807.334056896	51177.3476129637	25005.0245036284	783.297631272483	90463.6426982291	232724.767865364	62383.7205931903	25026.9522464562	1253.30569345508	4576.5822817292
"Musacu"	47218.0767347553	811477.861802474	143805.939612798	195674.387793946	2051676.91522812	36685.5296572936	3014040.51991822	2551072.77500254	518240.258755934	83205.9242058503	26216.6320427684	563.516051080191	211652.303140959	426313.563854648	129253.125114628	55148.1463126581	2274.74693701678	4560.1759325149
"Selmoe"	23985.0727856547	284342.481201806	98929.2846314899	79475.7762121933	1096142.80314527	20335.0791712823	977728.966639126	772790.692501856	372752.77201893	77135.1048817518	25490.7768267843	901.724335670574	78194.6419799009	228328.16349137	55008.4052293816	40001.2861521391	1682.40174706937	4579.61162715753
"Chlrei"	37197.0215214351	20937.166502465	360899.601931672	8446.67791197792	677616.349793403	26413.1837803357	92513.1384583676	71775.0699830138	812669.435993821	45420.2588043988	166366.617818924	17154.9734721777	24807.5800914154	220165.83916104	24728.0018183065	90229.3053221065	7722.02544736027	36928.1988133709
"Volcar"	41444.878946064	66284.9440796957	232457.735114476	22926.5761369197	791716.926359863	37171.197750639	248813.109693956	223764.961123487	663198.217052434	49124.2267877431	77592.8556406416	5331.50100886714	44686.2802914782	235763.785893248	41992.8506929501	70970.0255926848	5797.83456179211	16542.013378318
"Ostluc"	2355.97586093459	10745.8042638173	19612.6330354235	4676.29354849572	43100.5135349641	1189.57407101786	25219.8136005179	13267.8883930888	48366.7757846081	2295.07649999198	8365.49468421488	1413.42062032378	1616.33023124043	10715.8113731106	1536.84316569397	941.462420459272	36.6763184512888	3192.38444448734
"Micpus"	5141.86869327115	6793.70537005478	52496.3292893062	3684.20604140307	50556.6110259127	2707.84566412847	13013.0194868243	11908.9888649118	147243.550932089	2629.16399153607	24762.8614504825	4381.49470925611	1232.46175064975	12863.5832985509	1785.13733372144	1854.00839854907	131.39349581448	9150.52126116273
"Chlvar"	10678.5590351723	5209.00270998812	158778.041980084	2182.26792292356	277856.169476667	8837.81325264697	21944.1887836865	9626.50972732676	333391.581580686	20744.5082556211	87102.5688389525	8676.1062100217	9959.27863709986	94776.5934067541	5187.33980659064	81148.4143692794	8087.57640602511	14507.2746312752
"Cocsub"	6622.70613333509	36827.3674303267	46460.8507358209	12590.5978516114	391538.36368883	6477.17736662034	139780.509306266	65112.3469155953	123398.36593826	16599.8320939957	18000.7202263735	1014.6889517951	31915.4093502219	122663.66534325	15903.720591941	58921.0232450723	3729.54722940053	2590.90329923201
"Ast_sp"	4657.48705202863	11939.5104155558	42840.9640619097	4418.89353723353	552072.286008719	7567.32104051435	59584.3604869777	27461.0968773359	95058.5017976525	25527.8877052651	19246.391754918	787.300208736227	33298.3174426724	189763.032417878	16826.1749027123	164097.908491585	12203.3659427884	1873.25413187914
"Naegru"	959.661188007757	159500.526000411	1925.1855040455	40706.2611876326	152222.001735741	2823.12725158919	568927.922395973	283287.167141513	8574.75346486972	6652.52364045438	166.359189701515	0.891462583931857	12444.4116398019	25337.2686684446	11701.8695137194	2932.46407455597	81.309383863376	47.4136842732265
"Trivag"	11644.4416161116	674674.376250108	23891.8191860795	151798.852891142	894351.112167124	10367.9023781571	2104841.11900292	1522766.15627762	87852.074805671	23600.9457579023	2177.07585149312	39.8796488933042	95145.7422953593	185811.637706492	76464.5561171489	22614.7001681725	473.681175235058	483.739441284111
"Monbre"	8177.97149238613	19478.6949471112	51635.8585282645	5781.98546721712	267327.605949145	6641.29030930339	74599.4170698388	31780.8059990332	118191.827745836	16005.2721363236	18714.3753828328	1175.95411744836	12720.3356038242	68005.1067333951	11328.7760061964	17336.8732401822	966.86143774032	3603.825689585
"Sal_sp"	9671.21078361976	9826.22581931147	42922.0649975449	3718.41053065021	492560.510444954	5754.60350800173	43292.3013557837	16140.299895287	98544.5887592929	14937.9059575642	11825.644968227	1018.65763004096	18577.2031256293	194926.79310301	56890.9254014018	23970.3338000389	1314.94483368656	5650.8072522362
"Ampque"	6663.90773988693	328917.29655146	18720.2232975613	66268.7250150867	816932.643436511	15846.4448219544	1463902.9726709	1162870.08953368	65081.1712997512	25611.2616633262	3045.36196382153	36.5900427991131	80947.1937287173	202439.81635745	80413.979876783	33333.683889852	1031.51490267088	446.012767057976
"Nemvec"	36542.5238683012	583534.198130344	110455.889826388	119571.190892896	1307134.35990507	41364.2309424636	2169383.76805486	1891894.78566096	353344.576601232	51161.5140915019	19933.6087827436	822.106857991974	101144.661228495	327818.959294971	115476.762305772	58312.6235696415	2625.12866246868	4682.32646754099
"Acrdig"	33891.4490925946	977832.082592021	105716.339654356	214954.783316769	1575867.17062313	31880.6149851213	3337609.134616	2631921.97772036	344651.48907757	54619.6141180987	19893.0785329866	641.6405095891	132562.417325413	380422.563825955	126204.742581983	83129.0195157031	2974.77090561398	3801.90026161491
"Hydmag"	59716.1005080405	4340692.85609685	136851.546313383	450618.022068397	3441170.32918671	50163.6827704574	17523852.4078052	17699002.8261675	419101.162844667	75919.2408678404	15765.9878265285	326.393024519713	533047.165800884	922682.815214005	391717.634305211	129320.139948778	2573.17014392402	2547.4060913837
